incident_id,estimated_restore,first_seen_ts,last_seen_ts
bc098e7ca547,2025-06-01T23:30,2025-06-01T07:00:01,2025-06-01T17:00:01
a6d15ebad070,2025-06-01T23:30,2025-06-01T07:00:01,2025-06-01T23:00:01
a6d15ebad070,2025-06-02T08:00,2025-06-02T00:00:01,2025-06-02T08:00:01
a6d15ebad070,2025-06-02T23:30,2025-06-02T09:00:01,2025-06-02T23:00:01
a6d15ebad070,2025-06-03T10:00,2025-06-03T00:00:01,2025-06-03T09:00:01
a6d15ebad070,2025-06-03T23:30,2025-06-03T10:00:02,2025-06-04T00:00:01
a6d15ebad070,2025-06-04T10:00,2025-06-04T01:00:01,2025-06-04T10:00:01
a6d15ebad070,2025-06-04T23:30,2025-06-04T11:00:01,2025-06-04T22:00:01
a6d15ebad070,2025-06-05T23:30,2025-06-04T23:00:01,2025-06-05T22:00:01
a6d15ebad070,2025-06-06T23:30,2025-06-05T23:00:01,2025-06-06T15:00:01
8e307ea07087,2025-06-01T15:30,2025-06-01T07:00:01,2025-06-01T09:00:01
42c3df7c2439,2025-06-01T23:00,2025-06-01T09:00:01,2025-06-01T18:00:01
4eb8231324cd,2025-06-01T23:00,2025-06-01T09:00:01,2025-06-01T18:00:01
e2ddcc1c5817,2025-06-01T23:00,2025-06-01T09:00:01,2025-06-01T18:00:01
661677bcba2d,2025-06-01T15:30,2025-06-01T10:00:01,2025-06-01T11:00:01
9b2c77a1455b,2025-06-01T23:00,2025-06-01T10:00:01,2025-06-01T18:00:01
e9eb404e9043,2025-06-01T23:00,2025-06-01T10:00:01,2025-06-01T18:00:01
43cb2034da7e,2025-06-01T23:00,2025-06-01T10:00:01,2025-06-01T18:00:01
71c163dfb04e,2025-06-01T23:00,2025-06-01T10:00:01,2025-06-01T18:00:01
531842bf9d7f,2025-06-01T23:00,2025-06-01T10:00:01,2025-06-01T18:00:01
001aabf96a80,2025-06-01T23:00,2025-06-01T11:00:01,2025-06-01T13:00:01
057429bcecbe,2025-06-01T23:00,2025-06-01T11:00:01,2025-06-01T19:00:01
f3c85afc9d53,2025-06-01T23:00,2025-06-01T12:00:01,2025-06-01T15:00:01
f502380ce474,2025-06-01T23:00,2025-06-01T12:00:01,2025-06-01T14:00:01
2c703be01aad,2025-06-01T23:30,2025-06-01T12:00:01,2025-06-01T17:00:01
2d69188afc92,2025-06-01T23:30,2025-06-01T12:00:01,2025-06-01T14:00:01
860851258afa,2025-06-01T23:30,2025-06-01T12:00:01,2025-06-01T18:00:01
ce20d698ae6b,2025-06-01T23:30,2025-06-01T12:00:01,2025-06-01T14:00:01
88c5788ba525,2025-06-01T23:30,2025-06-01T12:00:01,2025-06-01T14:00:01
bb82fdac0c48,2025-06-01T23:30,2025-06-01T12:00:01,2025-06-01T22:00:01
bb82fdac0c48,2025-06-02T08:00,2025-06-01T23:00:01,2025-06-02T07:00:01
bb82fdac0c48,2025-06-02T14:00,2025-06-02T08:00:01,2025-06-02T14:00:01
1818cb9e8896,2025-06-01T23:30,2025-06-01T12:00:01,2025-06-01T14:00:01
1a6653791fed,2025-06-01T23:30,2025-06-01T12:00:01,2025-06-01T18:00:01
e170835f4ed9,2025-06-01T23:00,2025-06-01T12:00:01,2025-06-01T18:00:01
20363e6c63a6,2025-06-01T23:00,2025-06-01T12:00:01,2025-06-01T18:00:01
149a36ed5ad0,2025-06-01T23:00,2025-06-01T12:00:01,2025-06-01T18:00:01
67ef097014f6,2025-06-01T23:00,2025-06-01T12:00:01,2025-06-01T18:00:01
e415ca451bb7,2025-06-01T23:30,2025-06-01T13:00:01,2025-06-01T23:00:01
