incident_id,estimated_restore,first_seen_ts,last_seen_ts
04f8eb1930c3,2025-10-01T10:00,2025-10-01T00:00:01,2025-10-01T01:00:01
b2d9cbda3c26,2025-10-01T10:00,2025-10-01T01:00:01,2025-10-01T01:00:01
f50d23048866,2025-10-01T10:00,2025-10-01T07:00:01,2025-10-01T10:00:01
2a8d314679d2,2025-10-01T10:00,2025-10-01T07:00:01,2025-10-01T10:00:01
fc0e33afe97a,2025-10-01T20:30,2025-10-01T09:00:01,2025-10-01T20:00:01
977acf2b38dd,2025-10-01T13:00,2025-10-01T09:00:01,2025-10-01T13:00:01
7ff9ef6fa168,2025-10-01T10:00,2025-10-01T09:00:01,2025-10-01T10:00:01
7ff9ef6fa168,2025-10-01T23:30,2025-10-01T11:00:01,2025-10-01T12:00:02
3d2a9735759a,2025-10-01T10:00,2025-10-01T09:00:01,2025-10-01T10:00:01
d75137628787,2025-10-01T13:00,2025-10-01T09:00:01,2025-10-01T12:00:02
7da853ce073e,2025-10-01T15:30,2025-10-01T09:00:01,2025-10-01T09:00:01
7da853ce073e,2025-10-04T23:00,2025-10-01T10:00:01,2025-10-03T18:00:01
c8e9bb2348ad,2025-10-02T09:00,2025-10-01T09:00:01,2025-10-02T02:00:01
a24866b3757c,2025-10-02T09:00,2025-10-01T09:00:01,2025-10-02T02:00:01
91570020fd46,2025-10-02T09:00,2025-10-01T09:00:01,2025-10-02T02:00:01
3ff357053684,2025-10-01T15:30,2025-10-01T10:00:01,2025-10-01T14:00:01
19b55f8bcf8a,2025-10-01T12:00,2025-10-01T10:00:01,2025-10-01T11:00:01
accade00a284,2025-10-01T13:00,2025-10-01T10:00:01,2025-10-01T13:00:01
accade00a284,2025-10-01T14:30,2025-10-01T14:00:01,2025-10-01T14:00:01
54062c9b4b1b,2025-10-03T23:00,2025-10-01T10:00:01,2025-10-03T17:00:01
c6627d5becb6,2025-10-03T23:00,2025-10-01T10:00:01,2025-10-03T17:00:01
fca67aa42d10,2025-10-04T23:00,2025-10-01T10:00:01,2025-10-03T18:00:01
fd79661877c7,2025-10-04T23:00,2025-10-01T10:00:01,2025-10-03T18:00:01
