incident_id,cause,first_seen_ts,last_seen_ts
ead0fbe66ab7,Parametri insuficienti livrati de CTE Sud,2026-01-01T02:00:01,2026-01-01T06:00:02
7e58c6782d4a,Parametri insuficienti livrati de CTE Sud,2026-01-01T02:00:01,2026-01-01T06:00:02
6e93fb35de1a,Parametri insuficienti livrati de CTE Sud,2026-01-01T02:00:01,2026-01-02T12:00:01
6e93fb35de1a,Lipsa parametri pentru livrare încălzire,2026-01-02T13:00:01,2026-01-04T11:00:01
41e7a7f8327c,Parametri insuficienti livrati de CTE Sud,2026-01-01T02:00:01,2026-01-01T06:00:02
ef048378f22a,Parametri insuficienti livrati de CTE Sud,2026-01-01T02:00:01,2026-01-01T06:00:02
c5e6875ec475,Parametri insuficienti livrati de CTE Sud,2026-01-01T02:00:01,2026-01-01T11:00:01
44ec92e7a961,Parametri insuficienti livrati de CTE Sud,2026-01-01T02:00:01,2026-01-02T12:00:01
44ec92e7a961,Lipsa parametri pentru livrare încălzire,2026-01-02T13:00:01,2026-01-04T11:00:01
f1b448fc31e2,Parametri insuficienti livrati de CTE Sud,2026-01-01T02:00:01,2026-01-01T06:00:02
c0974a29bf47,Parametri insuficienti livrati de CTE Sud,2026-01-01T07:00:01,2026-01-01T11:00:01
1f904de2e231,Lipsa parametri pentru livrare încălzire,2026-01-01T10:00:01,2026-01-02T11:00:01
56ab72fa4301,Lipsa parametri pentru livrare încălzire,2026-01-01T15:00:01,2026-01-02T18:00:01
ee7131bc69af,Lipsa parametri pentru livrare apă caldă de consum și încălzire,2026-01-01T15:00:01,2026-01-01T19:00:01
8dab600220d3,Avarie Apa Nova - lipsa apă rece la punctul termic,2026-01-01T16:00:01,2026-01-01T21:00:01
e16e82f2de18,Avarie Apa Nova - lipsa apă rece la punctul termic,2026-01-01T16:00:01,2026-01-01T21:00:01
720037f9ac67,Parametri insuficienti livrati de CTE Sud,2026-01-01T21:00:01,2026-01-02T12:00:01
720037f9ac67,Lipsa parametri pentru livrare încălzire,2026-01-02T13:00:01,2026-01-04T11:00:01
ca61aaf08a0d,Lipsa parametri pentru livrare încălzire,2026-01-01T21:00:01,2026-01-05T17:00:01
76901deb5b9a,Lipsa parametri pentru livrare încălzire,2026-01-01T21:00:01,2026-01-02T07:00:01
d453657aa99c,Parametri insuficienti livrati de CTE Sud,2026-01-02T07:00:01,2026-01-02T12:00:01
d453657aa99c,Lipsa parametri pentru livrare încălzire,2026-01-02T13:00:01,2026-01-04T11:00:01
d453657aa99c,Lipsa parametrii din cauza avariei din incinta CTE SUD,2026-01-04T12:00:01,2026-01-04T13:00:01
ba55c1893307,Lipsa parametri pentru livrare încălzire,2026-01-02T11:00:01,2026-01-02T14:00:01
2bb2c8e295b6,Mentenanță instalație interioară în modulul termic pentru circuit incalzire,2026-01-02T11:00:01,2026-01-02T13:00:01
3c8911a1a572,Remediere avarie rețea secundară pe circuitul de apă caldă de consum bl 17,2026-01-02T17:00:01,2026-01-03T14:00:01
9659293ecd88,Remediere avarie rețea secundară pe circuitul de încălzire,2026-01-02T18:00:01,2026-01-03T16:00:01
e065d6ed9af3,Lipsa parametri pentru livrare încălzire,2026-01-03T06:00:02,2026-01-04T11:00:01
4cbc3b7d582e,Lipsa parametri pentru livrare încălzire,2026-01-03T06:00:02,2026-01-03T14:00:01
e8ad67aaba02,Lipsa parametri pentru livrare încălzire,2026-01-03T07:00:01,2026-01-03T21:00:01
