incident_id,cause,first_seen_ts,last_seen_ts
04f8eb1930c3,Lipsa parametri pentru livrare apă caldă de consum,2025-10-01T00:00:01,2025-10-01T01:00:01
b2d9cbda3c26,Lipsa parametri pentru livrare apă caldă de consum,2025-10-01T01:00:01,2025-10-01T01:00:01
f50d23048866,Lipsa parametri pentru livrare apă caldă de consum,2025-10-01T07:00:01,2025-10-01T10:00:01
2a8d314679d2,Lipsa parametri pentru livrare apă caldă de consum,2025-10-01T07:00:01,2025-10-01T10:00:01
fc0e33afe97a,Înlocuit conducta în punctul termic pe circuitul de încălzire,2025-10-01T09:00:01,2025-10-01T20:00:01
977acf2b38dd,Mentenanță instalație interioară în punctul termic pentru circuit de apa calda de consum,2025-10-01T09:00:01,2025-10-01T13:00:01
7ff9ef6fa168,Lipsa parametri pentru livrare apă caldă de consum,2025-10-01T09:00:01,2025-10-01T12:00:02
3d2a9735759a,Lipsa parametri pentru livrare apă caldă de consum,2025-10-01T09:00:01,2025-10-01T10:00:01
d75137628787,Remediere avarie rețea secundară pe circuitul de apă caldă de consum str.Mihail Sebastian,2025-10-01T09:00:01,2025-10-01T12:00:02
7da853ce073e,Remediere avarie rețea secundară pe circuitul de apă caldă de consum - Bld.Unirii nr.23,2025-10-01T09:00:01,2025-10-01T09:00:01
7da853ce073e,Remediere avarie circuit primar,2025-10-01T10:00:01,2025-10-03T18:00:01
c8e9bb2348ad,"Remediere avarie circuit primar - Șos.Sălaj, nr.136",2025-10-01T09:00:01,2025-10-02T02:00:01
a24866b3757c,"Remediere avarie circuit primar - Șos.Sălaj, nr.136",2025-10-01T09:00:01,2025-10-02T02:00:01
91570020fd46,"Remediere avarie circuit primar - Șos.Sălaj, nr.136",2025-10-01T09:00:01,2025-10-02T02:00:01
3ff357053684,Remediere avarie rețea secundară pe circuitul de apă caldă de consum,2025-10-01T10:00:01,2025-10-01T14:00:01
19b55f8bcf8a,Remediere avarie rețea secundară pe circuitul de apă caldă de consum,2025-10-01T10:00:01,2025-10-01T11:00:01
accade00a284,Montat vana injectie circuit primar,2025-10-01T10:00:01,2025-10-01T14:00:01
54062c9b4b1b,Remediere avarie circuit primar,2025-10-01T10:00:01,2025-10-03T17:00:01
c6627d5becb6,Remediere avarie circuit primar,2025-10-01T10:00:01,2025-10-03T17:00:01
fca67aa42d10,Remediere avarie circuit primar,2025-10-01T10:00:01,2025-10-03T18:00:01
fd79661877c7,Remediere avarie circuit primar,2025-10-01T10:00:01,2025-10-03T18:00:01
