incident_id,cause,first_seen_ts,last_seen_ts
67fc4a82e993,Lipsă parametri pentru livrare apă caldă de consum din cauza echilibrării hidraulice a retelei termice in urma opririi CTE Progresu si a pornirii CTE Sud.,2025-09-01T00:00:01,2025-09-02T11:00:01
ae14971bc4ca,Remediere avarie rețea secundară pe circuitul de apă caldă de consum,2025-09-01T09:00:01,2025-09-01T13:00:01
df434a50cf5b,Înlocuire conductă pe rețeaua secundară - circuitul de apă caldă de consum (str./Bd.),2025-09-01T09:00:01,2025-09-02T23:00:01
722b0756a4c1,Functionare deficitara a apei calde de consum din cauza manevrelor de echilibrare hidraulica a retelei termice,2025-09-01T09:00:01,2025-09-01T16:00:01
bf2b38ea0515,Functionare deficitara a apei calde de consum din cauza manevrelor de echilibrare hidraulica a retelei termice,2025-09-01T09:00:01,2025-09-01T15:00:01
370f3adfec5b,Lucrari modernizare POIM,2025-09-01T09:00:01,2025-09-01T12:00:01
370f3adfec5b,"Lucrari modernizare POIM LOT 4 ,Obiectiv 20",2025-09-01T13:00:01,2025-09-05T14:00:01
70465b9065c8,Lucrari modernizare POIM,2025-09-01T09:00:01,2025-09-01T12:00:01
70465b9065c8,"Lucrari modernizare POIM LOT 4 ,Obiectiv 20",2025-09-01T13:00:01,2025-09-05T14:00:01
853994c93484,Lucrari modernizare POIM,2025-09-01T09:00:01,2025-09-01T12:00:01
853994c93484,"Lucrari modernizare POIM LOT 4 ,Obiectiv 20",2025-09-01T13:00:01,2025-09-05T14:00:01
3f9fadc47de4,Lucrari modernizare POIM,2025-09-01T09:00:01,2025-09-01T12:00:01
3f9fadc47de4,"Lucrari modernizare POIM LOT 4 ,Obiectiv 20",2025-09-01T13:00:01,2025-09-05T14:00:01
3f2a425ad501,Mentenanță instalație interioară în punctul termic pentru circuit de apa calda de consum,2025-09-01T10:00:01,2025-09-01T11:00:01
8120616bd4c5,Înlocuire conducta in punctul termic pe circuitul de apă caldă de consum,2025-09-01T10:00:01,2025-09-01T14:00:01
c9ab0f042950,Avarie Apa Nova - lipsa apă rece la punctul termic,2025-09-01T10:00:01,2025-09-01T14:00:01
9227b9ad70a0,Mentenanță instalație interioară în punctul termic pe circuit de apa calda de consum,2025-09-01T10:00:01,2025-09-01T14:00:01
684339c9421f,"Inlocuire conducta pe rețeaua secundară pe circuitul de apă caldă de consum, bloc H17- H26",2025-09-01T10:00:01,2025-09-01T15:00:01
684339c9421f,"Inlocuire conducta pe rețeaua secundară pe circuitul de apă caldă de consum, bloc H17- H25",2025-09-01T16:00:01,2025-09-01T17:00:01
f318d6e7a471,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd. Metalurgiei,2025-09-01T10:00:01,2025-09-01T12:00:01
f318d6e7a471,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd.Constantin Brancoveanu,2025-09-01T13:00:01,2025-09-02T15:00:01
f318d6e7a471,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd.Metalurgiei,2025-09-02T16:00:01,2025-09-04T12:00:01
683505f714bb,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd. Metalurgiei,2025-09-01T10:00:01,2025-09-01T12:00:01
b619bb63ff85,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd. Metalurgiei,2025-09-01T10:00:01,2025-09-01T12:00:01
b619bb63ff85,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd.Constantin Brancoveanu,2025-09-01T13:00:01,2025-09-02T15:00:01
b619bb63ff85,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd.Metalurgiei,2025-09-02T16:00:01,2025-09-04T16:00:01
e2761858f576,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd. Metalurgiei,2025-09-01T10:00:01,2025-09-01T12:00:01
e2761858f576,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd.Constantin Brancoveanu,2025-09-01T13:00:01,2025-09-02T15:00:01
e2761858f576,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd.Metalurgiei,2025-09-02T16:00:01,2025-09-04T12:00:01
7c870a4a5ca6,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd. Metalurgiei,2025-09-01T10:00:01,2025-09-01T12:00:01
7c870a4a5ca6,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd.Constantin Brancoveanu,2025-09-01T13:00:01,2025-09-02T15:00:01
7c870a4a5ca6,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd.Metalurgiei,2025-09-02T16:00:01,2025-09-04T12:00:01
8f6e7e7df222,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd. Metalurgiei,2025-09-01T10:00:01,2025-09-01T12:00:01
8f6e7e7df222,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd.Constantin Brancoveanu,2025-09-01T13:00:01,2025-09-02T15:00:01
8f6e7e7df222,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd.Metalurgiei,2025-09-02T16:00:01,2025-09-04T20:00:01
8f6e7e7df222,"Avaria de pe tronsonul CS17-CNV5 a fost remediata, este in incarcare.",2025-09-04T21:00:01,2025-09-05T20:00:01
7c4cd1207c12,Remediere Avarie Retea Primara Conducta DN 1000 Str.Turnu Magurele x Bd. Metalurgiei,2025-09-01T10:00:01,2025-09-01T12:00:01
